Id,SalePrice
1461,1.1684103597561315
1462,2.6899609899587724
1463,1.6064009053960353
1464,2.5708772856161906
1465,2.616371675964539
1466,2.5681319940500833
1467,2.1004600773161486
1468,2.277984281863441
1469,2.3127307653194307
1470,2.5904813060892518
1471,1.9486295394892699
1472,2.544941918613783
1473,1.7195902667008192
1474,2.5911740836847863
1475,2.170134084129892
1476,1.1635230009550246
1477,2.567553899477025
1478,2.579197208262197
1479,2.458469564805925
1480,2.6259748150282003
1481,2.5268844666162327
1482,2.476162485061972
1483,2.2541590944235854
1484,2.314369328854699
1485,2.524862660989069
1486,2.6856086170761535
1487,1.177829599791179
1488,1.9602726236410348
1489,2.0695225943484212
1490,2.274077007004199
1491,1.9826400570417257
1492,2.556838280009134
1493,2.4180285167305358
1494,2.272598096583046
1495,2.255794344205513
1496,2.5653291009669386
1497,2.2825072131234876
1498,2.422689203975398
1499,1.9361566516712032
1500,2.5279370715292413
1501,1.6848633952788512
1502,2.5505676352550157
1503,2.5830364757529165
1504,1.802855400320127
1505,1.3291934721065783
1506,1.8447997544617882
1507,2.4183577868302333
1508,2.570949500667613
1509,1.1479849175843462
1510,2.5854449107286377
1511,2.572473521295859
1512,2.210584653831108
1513,2.520754068617813
1514,2.4277590312172674
1515,2.4824194894622513
1516,2.591639925353243
1517,1.9057540748300588
1518,1.8974570993848998
1519,2.290134460131959
1520,2.3825905317825398
1521,1.6168885940859763
1522,2.067195612442908
1523,2.2765099035336327
1524,2.604649387746881
1525,2.6711567930236684
1526,2.3067503768017557
1527,2.251144828456354
1528,2.5469764410180216
1529,2.548978911104798
1530,2.223418021831401
1531,2.4463060612521432
1532,2.5758890647423507
1533,2.6061811892180424
1534,1.3658103576469593
1535,2.480981160092225
1536,2.337017780453997
1537,2.1441574111305868
1538,2.577014309893936
1539,2.2559679621943487
1540,2.6241459224423336
1541,1.1416913426561093
1542,2.326958054879335
1543,1.7482311558234631
1544,2.100578267026694
1545,2.286169603260175
1546,1.7337067460099935
